id,address,number,municipality,latitude,longitude,postal_code,province
4902.0,Slingerweg ,31,Genk,50.9191502,5.4933133,3600.0,Limburg
4908.0,Avenue d Auderghem ,20,Bruxelles,50.8413834,4.384733349338058,1040.0,Bruxelles-Brussel
4910.0,Rue du Quatrième Génie,2,Namur,50.466119899999995,4.8743470468559265,5000.0,Namur
4911.0,Nijverheidslaan ,0,Aalter,51.1007699,3.4480125,9880.0,Oost-Vlaanderen
4912.0,Atealaan ,27,Herenthout,51.1574034,4.7981796,2270.0,Antwerpen
4913.0,Avenue du Parc Industriel,2,Milmort,50.696839,5.5963538,4041.0,Liège
4915.0,Rue des Tanneurs ,41,Bruxelles,50.8404523,4.3465884,1000.0,Bruxelles-Brussel
4916.0,Rue de Dilbeek ,1,Bruxelles,50.848674450000004,4.3146734058270795,1080.0,Bruxelles-Brussel
4917.0,Avenue Marius Renard ,1,Bruxelles,50.82923805,4.292403137174276,1070.0,Bruxelles-Brussel
4922.0,Chemin des Roses,46,Ollignies,50.6787013,3.8568812,7866.0,Hainaut
4923.0,Rue de la Libération,65,La,45.1860667,4.7361697,7080.0,Hainaut
4924.0,Rue Elva ,13,Anthisnes,50.481882,5.525918705106888,4160.0,Liège
4926.0,Rue du Centre,25,Anthisnes,50.4844932,5.5207166,4160.0,Liège
4927.0,Avenue de l Abbaye ,19,Anthisnes,50.479761749999994,5.523494583068871,4160.0,Liège
4929.0,Rue du Val Pierrys ,8,Anthisnes,50.4739004,5.5069713,4160.0,Liège
4930.0,Rue du Village ,93,Villers-aux-Tours,50.4963294,5.5098759,4161.0,Liège
4932.0,Galerie du Roi,5,Bruxelles,50.8479692,4.3551988,1000.0,Bruxelles-Brussel
4933.0,Kunstlaan ,14,Brussel,50.8476835,4.3699456,1210.0,Bruxelles-Brussel
4934.0,Gravenstraat ,3,Dessel,51.2312187,5.0879293,2480.0,Antwerpen
4935.0,Avenue de l Espérance ,1,Fleurus,50.4520212,4.5356019,6220.0,Hainaut
4937.0,Rue des Carrières,202,Couillet,50.379444649999996,4.474200211485238,6010.0,Hainaut
4941.0,Rue de l Industrie,0,Bruxelles,50.8423612,4.3699023,1040.0,Bruxelles-Brussel
4942.0,Rue Willems,0,Bruxelles,50.8492296,4.3767592,1210.0,Bruxelles-Brussel
4943.0,Rue de Nivelles ,52,Wavre,50.71454065,4.607899654623341,1300.0,Brabant Wallon
4944.0,Rue de Chênée ,53,Angleur,50.6112704,5.6024528,4031.0,Liège
4945.0,Rue de Chênée,53,Angleur,50.6112704,5.6024528,4031.0,Liège
4946.0,Rue Forges-les-Eaux ,0,Battice,50.6501375,5.8203249,4651.0,Liège
4947.0,Rue du Collège ,26,Herve,50.6391282,5.795402094717408,4650.0,Liège
4949.0,Rue du Stade,6,Herve,50.639013500000004,5.790726573740979,4650.0,Liège
4950.0,Blarenberglaan ,3,Mechelen,51.051406799999995,4.454603211801362,2800.0,Antwerpen
4951.0,Rue de l Eglise,12,Huissignies,50.5645511,3.7541037,7950.0,Hainaut
4952.0,Rue de l Eglise ,12,Huissignies,50.5645511,3.7541037,7950.0,Hainaut
4953.0,Hulsterweg ,184,Tessenderlo,51.0697802,5.12952,3980.0,Limburg
4954.0,Engsbergseweg ,107,Tessenderlo,51.0292198,5.0437123,3980.0,Limburg
4955.0,Sint-Jozefsplein,1,Tessenderlo,51.06659985,5.037033485481769,3980.0,Limburg
4957.0,Rue Pierre Thomas,10,Bastogne,50.00736885,5.721474984204145,6600.0,Luxembourg
